"journal_name.keyword: Descending",Count
"3 Biotech",1298
"34th AIAA/ASME/SAE/ASEE Joint Propulsion Conference and Exhibit",1298
"Clinical Breast Cancer",1298
"International Journal of Bio-Medical Computing",1298
"International Journal of Intelligence and CounterIntelligence",1298
"Molecular Medicine Today",1298
"2006 Conference on Lasers and Electro-Optics and 2006 Quantum Electronics and Laser Science Conference",1297
"Journal of Biological Standardization",1296
"Molecules and Cells",1296
"The American Journal of Jurisprudence",1296
"Current Opinion in Allergy and Clinical Immunology",1295
"Journal of Seismology",1295
"Psychology of Music",1295
"Journal of Aging and Health",1294
"Journal of Combinatorial Chemistry",1294
"Personnel Review",1294
"Psych. Pflege Heute",1294
"Australian Endodontic Journal",1293
"Environmental Claims Journal",1293
"International Journal of Behavioral Nutrition and Physical Activity",1293
"International Journal of Radiation Applications and Instrumentation. Part D. Nuclear Tracks and Radiation Measurements",1293
"Journal of Sport Rehabilitation",1293
Radiocarbon,1293
"The Pacific Review",1293
Denkbeeld,1292
"Management Education and Development",1292
"The Neuroradiology Journal",1292
Biogerontology,1291
"Clinical Physiology and Functional Imaging",1290
Dialogue,1290
"Journal of Neonatal Nursing",1290
"Physiological Genomics",1290
"The Linacre Quarterly",1290
"Comparative Politics",1289
Vital,1289
"American Journal of Psychotherapy",1288
"Cognition & Emotion",1288
Empirica,1288
"Journal of the History of Collections",1288
"Federal Sentencing Reporter",1287
"Nature Clinical Practice Gastroenterology & Hepatology",1287
"Acta Mathematica Sinica",1286
"BMC Ophthalmology",1286
"Doklady Biochemistry and Biophysics",1286
"Journal of Synthetic Lubrication",1286
"Law and Contemporary Problems",1286
"Cell & Tissue Research",1285
"Journal of Computing in Civil Engineering",1285
"Oxford Journal of Archaeology",1285
"RELC Journal",1285
Homeopathy,1284
"Journal of African Law",1284
"Library Collections, Acquisitions, and Technical Services",1284
"Numerical Heat Transfer, Part B: Fundamentals",1284
"Russian Linguistics",1284
"Die Rehabilitation",1283
"Japanese Journal of Radiology",1283
"Journal of Ethnic and Migration Studies",1283
"Journal of Geometric Analysis",1283
Kanzo,1283
"Quality Management in Health Care",1283
"University of Pennsylvania Law Review and American Law Register",1283
"2008 7th World Congress on Intelligent Control and Automation",1282
"Home Economics Research Journal",1282
"Leisure Studies",1282
"European Journal of Cardiovascular Prevention & Rehabilitation",1281
"International Journal of Clinical Pharmacy",1281
"Mathematical Methods of Operations Research",1281
"Molecular Plant Pathology",1281
"Health Expectations",1280
"Journal of Magnetic Resonance, Series B",1280
"Contemporary Neurosurgery",1279
"Bulletin des Sciences Mathématiques",1278
"Mental Health Weekly",1278
"BMC Medical Informatics and Decision Making",1277
"Brontë Society Transactions",1277
"Cultural Studies",1277
"IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing",1277
"International Tax and Public Finance",1277
"Journal of Vascular Research",1277
"Religion in Communist Lands",1277
"Reviews in Medical Virology",1277
"Journal of Genetics and Genomics",1276
"Psychology, Health & Medicine",1276
"The East African Agricultural Journal",1276
eLS,1276
"Journal of the Royal Statistical Society: Series B (Statistical Methodology)",1275
"Der Nephrologe",1274
Dialectica,1274
"Journal of Infrared, Millimeter, and Terahertz Waves",1274
Landslides,1274
"AACN Clinical Issues: Advanced Practice in Acute and Critical Care",1273
"Journal of Biochemical and Molecular Toxicology",1273
"Current Treatment Options in Neurology",1272
"Seminars in Cancer Biology",1272
"Expert Review of Vaccines",1271
"International Labour Law Reports Online",1271
"Albrecht von Græfes Archiv für Ophthalmologie",1270
"Colonial Waterbirds",1270
Saeculum,1270
"Techniques in Gastrointestinal Endoscopy",1270
"Drug Resistance Updates",1269
"IEICE Transactions on Information and Systems",1269
"International Security",1269
"Journal of Environmental Law",1269
"Neutron News",1269
"Sensor Review",1269
"ACM SIGGRAPH Computer Graphics",1268
"Applied Physiology, Nutrition, and Metabolism",1268
"Journal of Industrial Microbiology and Biotechnology",1268
"Journal of Reproductive and Infant Psychology",1268
Nematology,1268
"Social & Legal Studies",1268
"Tetsu-to-Hagane",1268
"Asian-Pacific Economic Literature",1267
"Glass Physics and Chemistry",1267
"Granular Matter",1267
Inflammopharmacology,1267
"Scandinavian Journal of Educational Research",1267
"Clinical Case Reports",1266
"Rendiconti Lincei",1266
"Advances in Applied Clifford Algebras",1265
"Stem Cell Research",1265
"Chronique d'Egypte",1264
"IEEE Power and Energy Magazine",1264
"Journal of Religion & Health",1264
"The Clinical Neuropsychologist",1264
"Zeitschrift für Physik",1264
"Children & Society",1263
"Discrete Mathematics and Applications",1263
GFF,1263
"Archives of Medical Science",1262
"Cancer Research",1262
"Chemistry – A European Journal",1262
"Calcified Tissue Research",1261
"Journal de Chirurgie Viscérale",1261
"Learning for Living",1261
"Progress in Aerospace Sciences",1261
"Vascular and Endovascular Surgery",1261
"Drug Testing and Analysis",1260
"Information Systems Management",1260
"Journal of Cutaneous Medicine and Surgery",1260
"Studia Islamica",1260
"Astronomy Letters",1259
"Deutsche Vierteljahrsschrift für Literaturwissenschaft und Geistesgeschichte",1259
"Foreign Policy",1259
"Philosophical Psychology",1259
"Basic and Applied Social Psychology",1258
"Critical Care Nursing Clinics of North America",1258
"Human Psychopharmacology: Clinical and Experimental",1258
"Journal of the North American Benthological Society",1258
"Japanese journal of MHTS",1257
"Operative Techniques in Sports Medicine",1257
"Applied Immunohistochemistry & Molecular Morphology",1256
"History of Political Economy",1256
"IEEE International Conference on Acoustics Speech and Signal Processing",1256
"Journal of Applied Clinical Medical Physics",1256
"Journal of Gastrointestinal Cancer",1256
"Neural Plasticity",1256
"Phylon (1940-1956)",1256
"Economy and Society",1255
"Gaming Law Review",1255
"Mechanics of Advanced Materials and Structures",1255
Positivity,1255
"Preparative Biochemistry",1255
"Traffic Injury Prevention",1255
"Aequationes mathematicae",1254
"Il Nuovo Cimento B Series 10",1254
"Mathematical Medicine and Biology",1254
"�sterreichische Botanische Zeitschrift",1254
"Journal de Mathématiques Pures et Appliquées",1253
"Minds and Machines",1253
"The Journal of School Nursing",1253
"Biofeedback and Self-Regulation",1252
"Computer Speech & Language",1252
"Journal of Elastomers & Plastics",1252
Liturgy,1252
PRIMUS,1252
"Cirugía Española (English Edition)",1251
"Vocational Guidance Quarterly",1251
"ACM SIGCHI Bulletin",1250
"Chinese Studies in History",1250
"Clinical Medicine & Research",1250
"European Journal of Wood and Wood Products",1250
"Frontiers in Pediatrics",1250
"International Journal of Experimental Pathology",1250
"International Journal of Sports Physiology and Performance",1250
"Journal of Financial Services Research",1250
"Orphanet Journal of Rare Diseases",1250
"Springer-Lehrbuch",1250
"Transboundary and Emerging Diseases",1250
"Journal of Science Teacher Education",1249
Refocus,1249
Assessment,1248
"Journal of Asia-Pacific Entomology",1248
"Nordisk Psykologi",1248
"Cardiology Clinics",1247
"Cell and Tissue Banking",1247
"Orthopedic Clinics of North America",1246
"Textures and Microstructures",1246
"Urban Affairs Quarterly",1246
Entomophaga,1245
"New Zealand Entomologist",1245
ZDM,1245
Hand,1244
"Journal of Cultural Economics",1244
"Journal of Family History",1244
"Neurogastroenterology and Motility",1244
Organization,1244
"Proceedings of the Institution of Mechanical Engineers, Part J: Journal of Engineering Tribology",1244
"The Information Society",1244
"Journal of Nonverbal Behavior",1243
"Linguistics and Philosophy",1243
"ASHE-ERIC Higher Education Report",1242
"Distance Education",1242
"Photochemical & Photobiological Sciences",1242
"American Journal of Industrial Medicine",1241
"Géographie physique et Quaternaire",1241
"Journal of Endocrinological Investigation",1241
"Seminar: A Journal of Germanic Studies",1241
"ESAIM: Mathematical Modelling and Numerical Analysis",1240
"IEEE Transactions on Evolutionary Computation",1240
"Journal of Laparoendoscopic Surgery",1240
"Journal of Pharmacy Technology",1240
"Journal of Sustainable Tourism",1240
"Total Quality Management",1240
"Nature Clinical Practice Urology",1239
"Protein & Peptide Letters",1239
"Ageing Research Reviews",1238
"Aviation, Space, and Environmental Medicine",1238
"JOGN Nursing",1238
"Literary Imagination",1238
"Power Engineering Journal",1238
"South African Geographical Journal",1238
"Journal of Linguistic Anthropology",1237
"Journal of Occupational Health",1237
"Legal Studies",1237
"Mammal Review",1237
Mycotaxon,1237
"Sociological Perspectives",1237
"Genes, Brain and Behavior",1236
"Journal of Cross-Cultural Gerontology",1236
"Journal of Sport Management",1236
"Chinese Journal of Aeronautics",1235
"Educational Policy",1235
"International Journal of the Classical Tradition",1235
"Journal of Orthopaedic Surgery and Research",1235
"Journal for Research in Mathematics Education",1234
"OPEC Review",1234
"Oncology Research and Treatment",1234
"Sociological Research",1234
"Structural Optimization",1234
"The Journal of Molecular Diagnostics",1234
"Ultrasound Quarterly",1234
"Evidence-Based Dentistry",1233
"International Astronomical Union Colloquium",1233
"JPO Journal of Prosthetics and Orthotics",1233
"Journal of Drug Education",1233
"Lecture Notes in Statistics",1233
"Materials Technology",1233
"Rehabilitación",1233
"Topics in Geriatric Rehabilitation",1233
Animals,1232
"Medical Anthropology Newsletter",1232
"Nippon Ishinkin Gakkai Zasshi",1232
"Proceedings of the Royal Entomological Society of London. Series A, General Entomology",1232
"Translational Psychiatry",1232
"Gastroenterology Clinics of North America",1231
"Journal of Bridge Engineering",1231
"Leadership & Organization Development Journal",1231
Pallium,1231
"The Teacher Educator",1231
"Adult Education",1230
"American Business Law Journal",1230
"Clinical Pulmonary Medicine",1230
"Matériaux et Constructions",1230
"2011 International Conference on Multimedia Technology",1229
"New Zealand Journal of Crop and Horticultural Science",1229
PAIN,1229
"TBV – Tijdschrift voor Bedrijfs- en Verzekeringsgeneeskunde",1229
"2009 3rd International Conference on Bioinformatics and Biomedical Engineering",1228
"World Politics",1228
"Biocatalysis and Biotransformation",1227
"La Ricerca Folklorica",1227
"Pharmaceutical Development and Technology",1227
"Revista Portuguesa de Pneumologia (English Edition)",1227
"Counseling and Values",1226
"Environmental Progress & Sustainable Energy",1226
"International Journal of Biological Sciences",1226
"Kidney and Blood Pressure Research",1226
"The International Journal of Health Planning and Management",1226
"Behavioural Neurology",1225
"Health & Place",1225
"Health Care Analysis",1225
"High Energy Chemistry",1225
"International Peacekeeping",1225
"Journal of In Vitro Fertilization and Embryo Transfer",1225
"Applied Categorical Structures",1224
"Computational Statistics",1224
"International Journal of Network Management",1224
"Journal of Educational Administration",1224
"Journal of Hospice & Palliative Nursing",1224
"Ratio Juris",1224
"Theory & Research in Social Education",1224
"Carbonates and Evaporites",1222
"Clinics in Sports Medicine",1222
"Infection Control",1222
"Physical Medicine and Rehabilitation Clinics of North America",1222
"QSAR & Combinatorial Science",1222
"Theoretical Chemistry Accounts: Theory, Computation, and Modeling (Theoretica Chimica Acta)",1222
